,remarks,label
65,Kontrak atas nama  Fu ke pemilik unit selaku pemakai dana dan pemakai dana menghindar saat di visit,unknown
87,kons JB di tanggal 12 karena lagi menunggu uang pencairanfam terus tagih ,unknown
145,kons sebelumnya ada janji bayarkons bayar via online.,unknown
3148,"Visit ke tmpt usaha, bertemu kons, kons mengupayakan dana untuk bayar minggu ini, akan di revisit kembali.",business location
689,sudah berkunjung ke alamat konsumen rumah konsumen bu irnawati dan sudah bertemu dengan ortu konsumen konsumen sudah lama pindah namun sudah titip pesan mengenai tagihan nya,house
1479,visit ketempat pasangan kerja . masih ram tunggu,office
1866,tag location tdk sesuai karna visit ke tempat kost komsumen di uwuran,other rent house
2642,"Visit ke rumah mertua konsumen, mertua infokan bahwa kons lagi usahakan dana, JB setelah gaji suami cair minggu depan.",other family house
2358,"visit ke tempat anak konsumen, konsumen bayar di Alfamart 1 angsuran",other family house
519,"sudah visit alamat confins ybs tidak ada orang yang kenal RAM by phone di alihkan ke saudara pemakai unit pemakai unit JB tgl 27 RAM minta Minggu ini sudah dibayarkan
RAM Reschedule secepatnya untuk memastikan pembayaran ",house
1505,visit ke alamat kerja suami tp tdk bertemuby phone baru diusahakan,office
720,visit rumah kons rumah kosong dan tanya tetangga kons kons sedang bekerja dan by phomentidak ada respon sp3 slip bawah pintu. ,house
926,Unit ada.. ketemu dngn ybs d pom bensin maskar.. ybs ada usaha d pom bensin maskar patokbeusi nya..,others
1696,Visit Kantor Pemasaran Kons Bertemu Karyawan Kons. By Wa Kons JB Minggu Depan. Unit Masih Dikuasai oleh kons ,office
447,"hari ini libur lebaran idul adha 
fam akan datangi konsumen besok 18 juni 24",unknown
534,konsumen dikunjungi di alamat pemilik unit katanya sudah bicara dengan pelaku bayar namun dia belum cukup dana jnj bayar Minggu ini ,house
2329,visit ketempat mertua ketemu pasangan janji bayar tgl 12 juli tunggu kiriman dari konsumen ,other family house
2315,Visit ke margahayu lanud alamat lain dari kons bertemu dengan saudara kons masih suasana berduka unit terlihat by phone pemakai dana rencana pembayaran paling telat tanggal 20 karena uangnya terpakai untuk tahlilan fu ulang,other family house
1678,visit tagging di kantor kons kerja tidak bertemu by phone kons jb bulan ini menunggu dana atau gaji cair akan di fu kembli,office
3002,"Bertemu kons di tempat usaha, ybs sedang mengusahakan dana.",business location
93,belum dikunjungi libur lebaran ,unknown
2275,visit ke rumah saudaranyabaru diusahakan,other family house
351,nasabah jarang pulang ke sragen,unknown
1241,Bertemu dengan konsumen di daerah mertakanda.COD dii alfamart mertakanda.konsumen jb tanggal 26,others
491,visit alamat_unit ada_jb akan bayar,house
2056,fu kos lama db relokasi lacak tempat kerja kons,other rent house
34,sudah visit yba at nama unit punya oranh tapi ada sudah bayar,unknown
2645,"Hasil kunjungan ke rumah adik kons, kons sedang usaha jualan, masih tunggu tambahan dana, JB tgl 15.",other family house
2439,"kediaman saudara di visit, konsumen telah membayar lewat Alfamart",other family house
50,baru byr 1 Sabtu  maksimalkan smpai tgl 15 ,unknown
1603,bertemu konsumen dikantor dan infonya janji bayar tgl 9 oktober 2024,office
32,kons atas nama unit milik vian p3 cek ketempat namun tidak ada byp ybs di tekankan minggu ini unit belum terlihat,unknown
1130,kons bayar 1 via alfamart samping kantor,others
1937,"kons bayar diindomaret

tagging alamat dikos karena hanya upload bukti bayar",other rent house
1524,visit ketemu nasabah di kantor jb bleset terus dana belum ada dan karakter pola bayar sesukanya ,office
986,visit ke alamat lain fu byphone kons minta waktu sampai tanggal 20revisit.,others
3015,"Dikunjungi di alamat usaha, konsumen sedang mengusahakan dana untuk bayar angsuran.",business location
1639,konsumen mengusahakan dananya akhir bulanfam input dikantor di karenakan SMC eror,office
1652,konsumen dikunjungi di alamat kantor nya tapi konsumen belum terima gaji konsumen jnj bayar sebelum tanggal 12,office
569,kunjungan rumah debitur kons debitur di morowali menuggu gajian  di visit kembali ,house
170,unit terpantau di jakarta info di gadai masih d bentur Profcoll push tarik unit,unknown
1667,konsumen tidak berada di tempat.sebelumnya sudah di kunjungi di alamat tempar kerja konsumen masih menunggu gajinote:taging lokasi di kantor kendala saat di lapangan smc eror,office
2844,kunjungan ke tempat usaha ybs sedang tutup ybs jb via telpon tgl 23,business location
1470,visit ketempat kerja deb tidak bisa ktemu masih ada kunjungan dari pusat ,office
41,bertemu dengan istri debt ybs blm pulang kerja fu,unknown
107,sudah divisit kons lagi keluar by tlp kons dana masih kurang akan Fu kembali,unknown
1750,pic bertemu konsumen dikantor.dan konsumen bayar 2angsuran pokok(curent).via edc tunai,office
2311,visit kealamat orang tua debitur fu by phone sudah ada jb tgl 25 tunggu dana gajian kerja dirs iskak,other family house
452,visit alamat bertemu dengan anak ybs info ybs sedang bekerja pulang malam belum ada respon fu,house
1146,bertemu dengan nsb di Alfamart daerah kereng bangkirai untuk pembayaran 2 bln angsuran dan unit dgn nsb,others
2512,"Di Alfamart terdekat, konsumen melakukan pembayaran sebelum tempat sodara didatangi",other family house
1046,visit ke tempat ybs tinggal di asrama pesantren kons tidak ada informasi dari para santri ybs bekerja dipesantren sbgai driver staff pesantren. dan maximcar bila jam kerja kosong. by call tidak pernah respon. akan di fu kembali.,others
2854,hanya bertemu dengan ibu Lilis. kunjungan ketempat usahanya akan di Fu kembali,business location
1974,bertemu ybs di alamt kos2an unit ada ybs nego pelunasan akhir bulan mei,other rent house
976,visit ke alamat lain fu byphone tidak ada jawaban revisit.,others
2904,ketempat jualan kons akan bayar dari hasil usaha sayur,business location
291,"lokasi tida sesuai karna waktu kunjungan nama blum ada di smc
unit di gada ybs belum ada kepastian pembayaran angsuran",unknown
2288,visit di rumah yns rumah sepi pisit ke alamat saudara ybs bertemu saudara ybs titip pesan prihal angsuran fu by phone belum ada respond,other family house
1511,09 juli 2024 Erna anggraini visit ke kantor lurah tmpt ybs kerja ybs sudah pulang fu by phone jb tgl 14 akan d fu kembali,office
1375,kons ada unit ada visit ke tempat kerja kons tdk jumpa akan di fu ke ortu kons dirumah,office
2556,"Visit ke alamat saudara kons, info dari keluarga kons sedang berada di Jawa, telepon tidak diangkat. Akan di FU dan visit kembali.",other family house
628,visit ke alamat tagih bertemu orang rumah by phone kons respon dan bayar.,house
668,visit di rumah pemegang unit ada janji bayar akan di Fu kembali ,house
2004,visit alamat kost konsumen minta waktu smpai tanggal 17 nunggu uang gajian,other rent house
1273,selesai current bayar COD di tempat berbeda,others
1503,fu ketempat kerja ybs namun ybs dan ybs usahakan di Minggu ini karena masih menunggu dana ULP ,office
1343,konsumen bayar partiall pengambilan angsuran cod.an di depan Rosalia indah ,others
309,bertemu konsumen janji bayar tggl 15,unknown
3119,"pic visit ke alamat usaha, kons ada dan usaha kan dana sebelum akhir bulan",business location
895,ram visit dan kons janji bayar tgl 25 utk angsurannya sesuai dengan tunggakan menunggu dana dari gaji sebagai marketing perumahan. ,house
789,rumah tidak ada orang fu telp tapi tidak aktif. akan di fu kembali,house
82,ketemu konsumen info unit sudah dialihkan ke anaknya ketemu anaknya ada JB tanggal 13 nunggu uang terkumpul SMC error,unknown
1066,visit ke alamat lain tidak bertemu kons unit tidak kelihatan info kons lagi usahakan dana akan di visit kembali Fu ,others
1885,kost an sepi gak ada orang unit tidak ada Fu by wa gak aktif,other rent house
2808,visit alamat sekalian tempat usaha_unit di over ahli_karakter buruk_ybs menolak untuk bayar,business location
1209,ketemu deg kons di indomaret sebelah kantor bfi. dan bayar 1 angsuran,others
2619,"Fam visit ke alamat mertua ybs, mertua janji hubungi ybs terkait pembayaran, fu lagi",other family house
294,sudah pernah divisit saat ini tidak visit konsumen bayar via mbanking,unknown
453,kunjungan ke alamat tagih fam interaksi dgn kons info kons masih menunggu dana dari penjualan tanah nya untuk melakukan pembayaran unit masih di kuasai kons. ,house
2398,konsumen telah bayar di minimarket Alfamart saat kunjungan ke kediaman keluarga konsumen,other family house
1388,sdh visit ke alamat kerja kons  info rekan kerja kons belum datang ke tempat kerja  fu kons tdk merespon akan di visit kembali ,office
352,kons sudh pindah alamat,unknown
2098,visit kostan ketemu ybs jb bln ini msh blm pasti tgl,other rent house
1431,visit ke tempat kerja Kons bertemu dengan Kons Kons JB 15 nunggu gaji cair,office
2032,alamat baru konsumen terpantau yaitu kontrakan namun Konsumen tidak ada di alamat tersebut Namun unit yang diagunkan di BFI Finance terpantau di alamat Komplek Oma belakang Polda akan di follow up terus,other rent house
25,konsumen karakter buruk proses panggilan ke 2 dari polsek,unknown
375,Bayar 1 Tanggal 10 Maret 2024,unknown
89,visit bertemu konsumen janji 15.07.24,unknown
2925,visit ke tempat usaha bertemu ybs info ybs akan melakukan pembayaran secepatnya karna sedang mengusahakan dananya,business location
832,konsumen tidak ada di rumah ybs sedangbkeluar. fu by phone blm ada respon. fu ulang,house
1751,Visit bertemu dengan ybs dikantor alamat masih sesuai confins namun unit tidak terlihat. bayar 2 bulan angsuran by edc,office
2890,visit di tempat usaha orang tua namun tutup info dari tetangga konsumen sedang di tempat kerja. fu whatsapp konsumen telah membayar via payment point indomaret.,business location
1252,cod sama kons dis dekat tempat kerja dan ada JB.. unit ada,others
1471,visit ke tempat kerja kons tdk berada ditempat by phone no tdk aktif visit kembali,office
2547,"saat visit ke alamat kakak ipar kons, sudah bayar partial di pp Alfamart",other family house
3016,"Visit ke alamat usaha, info kons sedang di luar, usahakan dana tanggal 15.",business location
1550,konsumen pelunasan ke kantor,office
914,Visit janjian dengan konsumen bertemu di handil bakti dan konsumen bayar partial by edc dan janji bayar lg di tgl 18. Unit ada dikuasai konsumen. ,others
1132,sudah visit kons bayar PP  lewat alfamidi,others
2881,Visit bertemu konsumen di tempat usaha temennya info masih nagih uang ditemennya jb bayar kantor,business location
3142,"Visit ke tmpt usaha, bertemu kons, kons masih kekurangan dana, kons mengupayakan bayar sebelum jatuh tempo, akan di visit kembali.",business location
566,jaringan eror pada saat input dirumah kons. unit di seram kawa. fu tlp pemegang unit ada jb,house
643,visit ke alamat konsumen tidak bertemu kons unit tidak kelihatan rumah kons kelihatan sepi Fu by phone belum respon akan di visit kembali Fu ,house
2944,kunjungan ketempat usaha konsumen masih usahakan dana dalam Minggu ini,business location
1893,alamat tagih kost2an fam SDH cek ke RT setempat RT setempat jg TDK tau penghuni kost tersebut fam Fu ybs TDK di respon lg,other rent house
2278,bertemu kons di rumah keluarga kons minta waktu dalam minggu ini,other family house
193,selesai current pembayaran via payment point,unknown
3135,"Visit ke tempat usaha, ybs karakter tidak baik, selalu bayar di akhir bulan, ram akan visit kembali esok.",business location
1039,ketemuan di floper kalibalok dan kost bayar ,others
368,sudah pindah ke kampung halaman Kons di By phone info blm ada dana  unit dibawa kons sudah di share matel diarea kampung halaman Kons,unknown
430,Sudah bayar jam 8 malam,unknown
2431,"berkunjung ke rumah saudara, konsumen sudah bayar via payment point Alfamart",other family house
2659,fam akan visit lagi,other family house
1125,visit ke alamat lain karena kons sulit ditemui ada info dari orang kantor kons namun kons tidak bisa ditemui,others
20,karakter bayar dan banyak hutang. pengrajin sangkar burung sedang sepi penghasilan menurun. pres untuk segera menyelesaikan tunggakan angsuran ,unknown
640,dikunjungi dialamat rumah pemakai dana bertemu dengan pemakai dana infonya konsumen masih mengusahakan dana pembayaran next step akan divisit kembali waktu kunjungan siang ,house
1088,bertemu dg konsumen di dekat kantor bayar 1 bulan edc,others
434,fams masih mencari alamat kons,unknown
1383,unit sdh di org lain visit ke tempat kerja pemegang unit lagi keluar via wa minta waktu dalam minggu ini,office
2368,"kunjungan ke alamat rumah keluarga, telah bayar via payment point Alfamidi",other family house
669,fam kunjungi di alamat rumah debitur tidak ada di tempat by phone tidak ada respon,house
2390,sudah melakukan pembayaran lewat payment point Alfamidi pas kunjungan ke rumah keluarga konsumen,other family house
1272,cod di pom krawang nunggu kons plg dr sekolahan. unit sdh lama di gadai dan kons kmrn pindah alamat di selatan pasar pragolo pati,others
52,r2.kons d kenal warga  mash d cari,unknown
1808,visit di alamat survey rumah kos2an ketemu tetangganya dan katanya sudah lama pindah alamatdan tidak tau pinda kemanadan pak arling sudah lacak sesuai alamat ktp di daera majene dan sudah ketemu pasangandan rencana bayar paling lambat tgl 20/07/2024di fu kembali pasangannya sampainya bayar,other rent house
1616,bertrmu ybs di kantor akan melekukan oelunasan hari ini dengan oemotongan denda. fu,office
1251,Bayar cod singosari dengan pengguna dana,others
272,bertemu konsumen...sudah ada JB tgl 27,unknown
384,konsumen janji bayar tgl 13,unknown
840,visit tidak ktmu kosn unit tidak ada d pakai anak d hub mnunggu gajihan tagging smc tidak sesuai dengan rumah konsumen ,house
729,rumah di allekuang sudah di ambil alih dengan saudara suami debitur. fu by phone debitur sekarang menetap di pare debitur mengusahakan dalam bulan ini pelunasaan,house
1859,dikunjungi di alamat kostnya tidak ada info tetangga ybs tidak tinggal di sini dihubungi tidak direspon,other rent house
2103,bertemu istri ybs  di tempatk kost sampaikan pembayaran sebelum jatuh tempo  Fu ulang,other rent house
2337,Visit alamat saudar debtdebt minim kapasitasdebt kerja usaha sebagai jasa muat truckingpress current nunggu uang dari pt,other family house
1523,visit kealamat kerja ybs dan bertemu dengan ybs . infonya ybs tadi datang kekantor mau melunasin besok tanggal 16/05/24 . ram akan pastikan kembali,office
1454,dikunjungi alamat kerja Konsumen tidak jump akan di visit kembali ,office
1342,bayar 1 edc cod pasar jaten ,others
2194,visit ke kons.konsntdk ada di kost sementara pelacakan debitur dan unit,other rent house
2387,kons telah bayar current di Alfamart saat kunjungan di alamat kerabat kons,other family house
583,visit kerumah nya ketemu istrinya suami nya masih kerja info dri suami nya lagi usaha cari pinjaman lagi krna suami nya skrh hnya kerja frelane .unit ada dgn suami nya,house
